itemname|geo_id|state|county|bid|dollars_per_mile|net_dollars_per_mile|road_miles|total_bid_amount
T38085940900-3970|14095|ND|Sioux|Standing Rock Telecommunications Inc.|4573|3430|103.08|471384.84
T38105953400|231|ND|Williams|Sagebrush Cellular Inc.|2000|2000|98.63|197260.00
T38105953500|232|ND|Williams|Sagebrush Cellular Inc.|2000|2000|134.8|269600.00
T38105953500-4345|14096|ND|Williams|Sagebrush Cellular Inc.|2000|2000|0.49|980.00
T38105953600|233|ND|Williams|Sagebrush Cellular Inc.|7762|7762|34.72|269496.64
T39031960900|4141|OH|Coshocton|Allied Wireless Communications Corporation|10899|10899|91.53|997585.47
T39031961100|4143|OH|Coshocton|Allied Wireless Communications Corporation|10911|10911|128.04|1397044.44
T39031961200|4144|OH|Coshocton|Allied Wireless Communications Corporation|10917|10917|121.93|1331109.81
T39075976302|4192|OH|Holmes|Allied Wireless Communications Corporation|5952|5952|3.02|17975.04
T39075976801|4187|OH|Holmes|Allied Wireless Communications Corporation|5961|5961|17.32|103244.52
T39139002000|4280|OH|Richland|Allied Wireless Communications Corporation|5951|5951|3.94|23446.94
T39147963100|4269|OH|Seneca|Allied Wireless Communications Corporation|5963|5963|1.59|9481.17
T40031002200-5720|14130|OK|Comanche|Wichita Online Inc.|9877|9877|50.62|499973.74
T40049681700-5580|14138|OK|Garvin|Wichita Online Inc.|4988|4988|12.53|62499.64
T40051000700-5580|13728|OK|Grady|Wichita Online Inc.|4988|4988|10.94|54568.72
T40055967200-5720|14140|OK|Greer|Wichita Online Inc.|24467|24467|0.78|19084.26
T40061279100-5590|13731|OK|Haskell|Cross Wireless LLC|9937|9937|16.08|159786.96
T40061279200-5590|13732|OK|Haskell|Cross Wireless LLC|9937|9937|15.26|151638.62
T40061279300-5590|14101|OK|Haskell|Cross Wireless LLC|20733|20733|1.31|27160.23
T40063484700-5620|14105|OK|Hughes|United States Cellular Corporation|26513|26513|33.12|878110.56
T40075964200-5720|14114|OK|Kiowa|Wichita Online Inc.|24467|24467|0.47|11499.49
T40077087100-5590|14115|OK|Latimer|Oklahoma Western Telephone Company|8898|8898|101.49|903058.02
T40077087200-5590|14116|OK|Latimer|Pine Cellular Phones Inc.|15000|15000|26.78|401700.00
T40077087300-5590|14117|OK|Latimer|Pine Cellular Phones Inc.|3000|3000|38.25|114750.00
T40079040700-5590|14123|OK|Le Flore|Pine Cellular Phones Inc.|11500|11500|113.21|1301915.00
T40085094300-5580|14124|OK|Love|Wichita Online Inc.|4988|4988|16.32|81404.16
T40089098200-5590|14126|OK|McCurtain|Pine Cellular Phones Inc.|4500|4500|388.53|1748385.00
T40089098300-5590|14127|OK|McCurtain|Pine Cellular Phones Inc.|8500|8500|136.66|1161610.00
T40089098400-5590|14142|OK|McCurtain|Pine Cellular Phones Inc.|12000|12000|4.04|48480.00
T40089098500-5590|14143|OK|McCurtain|Pine Cellular Phones Inc.|1250|1250|257.08|321350.00
T40107080600-5620|14150|OK|Okfuskee|Cross Wireless LLC|34446|34446|17.13|590059.98
T40107080700-5620|14151|OK|Okfuskee|United States Cellular Corporation|13724|13724|52.7|723254.80
T40133583700-5830|14175|OK|Seminole|Cross Wireless LLC|21126|21126|1.95|41195.70
T40133583800-5830|14176|OK|Seminole|Cross Wireless LLC|21125|21125|11.85|250331.25
T40133583900-5830|14177|OK|Seminole|United States Cellular Corporation|31209|31209|25.34|790836.06
T40137000902-5580|14169|OK|Stephens|Wichita Online Inc.|4988|4988|6.7|33419.60
T41001950500|4202|OR|Baker|Eagle Telephone System Inc.|130|130|58.38|7589.40
T41001950600|4203|OR|Baker|Eagle Telephone System Inc.|130|130|888.4|115492.00
T42103950201|4692|PA|Pike|T-Mobile Northeast LLC|23650|23650|74.93|1772094.50
T42115032000|4721|PA|Susquehanna|NEP Cellcorp Inc.|5710|5710|205.84|1175346.40
T42115032400|4725|PA|Susquehanna|NEP Cellcorp Inc.|5710|5710|47.4|270654.00
T42115032800|4737|PA|Susquehanna|NEP Cellcorp Inc.|5710|5710|86.04|491288.40
T42127960100|4742|PA|Wayne|NEP Cellcorp Inc.|9610|9610|166.72|1602179.20
T42127960200|4743|PA|Wayne|NEP Cellcorp Inc.|9610|9610|158.8|1526068.00
T42127960300|4761|PA|Wayne|NEP Cellcorp Inc.|9610|9610|0.03|288.30
T42127960400|4762|PA|Wayne|NEP Cellcorp Inc.|9610|9610|38.12|366333.20
T42127960500|4769|PA|Wayne|NEP Cellcorp Inc.|9610|9610|115.86|1113414.60
T42127960600|4770|PA|Wayne|NEP Cellcorp Inc.|9610|9610|19.4|186434.00
T45001950500|4783|SC|Abbeville|Allied Wireless Communications Corporation|5961|5961|3.47|20684.67
T45005970200|4779|SC|Allendale|Allied Wireless Communications Corporation|5950|5950|28.78|171241.00
T45005970300|4786|SC|Allendale|Allied Wireless Communications Corporation|5955|5955|0.45|2679.75
T45005970400|4787|SC|Allendale|Allied Wireless Communications Corporation|5970|5970|107.99|644700.30
T45007011700|4788|SC|Anderson|Allied Wireless Communications Corporation|5969|5969|11.16|66614.04
T45009960200|4793|SC|Bamberg|Allied Wireless Communications Corporation|5953|5953|7.27|43278.31
T45009960400|4794|SC|Bamberg|Allied Wireless Communications Corporation|5950|5950|17.47|103946.50
T45021970202|4805|SC|Cherokee|Allied Wireless Communications Corporation|5953|5953|1.92|11429.76
T45021970602|4809|SC|Cherokee|Allied Wireless Communications Corporation|5955|5955|3.05|18162.75
T45023020500|4810|SC|Chester|Allied Wireless Communications Corporation|5958|5958|33.77|201201.66
T45023020601|4811|SC|Chester|Allied Wireless Communications Corporation|5952|5952|36.53|217426.56
T45037970201|4845|SC|Edgefield|Allied Wireless Communications Corporation|5959|5959|19.42|115723.78
T45039960100|4839|SC|Fairfield|Allied Wireless Communications Corporation|5959|5959|41.28|245987.52
T45039960200|4840|SC|Fairfield|Allied Wireless Communications Corporation|5956|5956|19.75|117631.00
T45039960300|4841|SC|Fairfield|Allied Wireless Communications Corporation|5959|5959|27.25|162382.75
T45059920600|4901|SC|Laurens|Allied Wireless Communications Corporation|5966|5966|32.47|193716.02
T45065920100|4888|SC|McCormick|Allied Wireless Communications Corporation|5953|5953|44.53|265087.09
T45065920300|4889|SC|McCormick|Allied Wireless Communications Corporation|5967|5967|3.5|20884.50
T45071950300|4905|SC|Newberry|Allied Wireless Communications Corporation|5960|5960|23.5|140060.00
T45073030100|4906|SC|Oconee|Allied Wireless Communications Corporation|13366|13366|109.7|1466250.20
T45075011700|4920|SC|Orangeburg|Allied Wireless Communications Corporation|5964|5964|3.86|23021.04
T45087030600|4931|SC|Union|Allied Wireless Communications Corporation|5952|5952|12.37|73626.24
T45087030700|4932|SC|Union|Allied Wireless Communications Corporation|5961|5961|56.83|338763.63
T45087030900|4933|SC|Union|Allied Wireless Communications Corporation|5969|5969|0.32|1910.08
T46031941000-3970|14205|SD|Corson|Standing Rock Telecommunications Inc.|2739|2054|620.32|1699056.48
T46031941100-3970|14206|SD|Corson|Standing Rock Telecommunications Inc.|3473|2605|163.89|569189.97
T47027955100|4955|TN|Clay|United States Cellular Corporation|22818|22818|96.74|2207413.32
T48001950100|5198|TX|Anderson|Texas 10 LLC|7610|7610|13.14|99995.40
T48001950902|5199|TX|Anderson|Texas 10 LLC|1252|1252|79.87|99997.24
T48001951000|5200|TX|Anderson|Texas 10 LLC|1603|1603|77.96|124969.88
T48001951100|5201|TX|Anderson|Texas 10 LLC|6821|6821|14.66|99995.86
T48005000102|5203|TX|Angelina|Texas 10 LLC|38610|38610|2.59|99999.90
T48005001002|5204|TX|Angelina|Texas 10 LLC|11626|11626|19.08|221824.08
T48005001200|5205|TX|Angelina|Texas 10 LLC|2000|2000|26.4|52800.00
T48005001300|5206|TX|Angelina|Texas 10 LLC|2000|2000|126.66|253320.00
T48013960500|5210|TX|Atascosa|TexNet 4G LLC|1466|1466|128.23|187985.18
T48013960600|5211|TX|Atascosa|TexNet 4G LLC|1466|1466|43.41|63639.06
T48073950300|5245|TX|Cherokee|Texas 10 LLC|2200|2200|25.04|55088.00
T48073950801|5246|TX|Cherokee|Texas 10 LLC|1800|1800|116.64|209952.00
T48073950802|5247|TX|Cherokee|Texas 10 LLC|2000|2000|73.41|146820.00
T48073951000|5248|TX|Cherokee|Texas 10 LLC|2000|2000|79.44|158880.00
T48073951100|5249|TX|Cherokee|Texas 10 LLC|2000|2000|24.72|49440.00
T48127950200|5274|TX|Dimmit|TexNet 4G LLC|1466|1466|344.82|505506.12
T48127950400|5275|TX|Dimmit|TexNet 4G LLC|1466|1466|431.11|632007.26
T48137950300|5281|TX|Edwards|T-Mobile West LLC|2724|2724|3162.34|8614214.16
T48163950100|5288|TX|Frio|TexNet 4G LLC|1466|1466|122.66|179819.56
T48283950300|5350|TX|La Salle|TexNet 4G LLC|1466|1466|698.33|1023751.78
T48289950100|5366|TX|Leon|Texas 10 LLC|4032|4032|31|124992.00
T48289950200|5367|TX|Leon|Texas 10 LLC|2000|2000|65.57|131140.00
T48289950300|5368|TX|Leon|Texas 10 LLC|942|942|148.39|139783.38
T48293970700|5376|TX|Limestone|Texas 10 LLC|19802|19802|5.05|100000.10
T48293970800|5377|TX|Limestone|Texas 10 LLC|5814|5814|17.2|100000.80
T48299970100|5385|TX|Llano|T-Mobile West LLC|24096|24096|21.46|517100.16
T48311950100|5332|TX|McMullen|TexNet 4G LLC|1466|1466|881.2|1291839.20
T48323950201|5354|TX|Maverick|T-Mobile West LLC|843|843|620.21|522837.03
T48323950700|5355|TX|Maverick|T-Mobile West LLC|1505|1505|881.89|1327244.45
T48347950100|5417|TX|Nacogdoches|Texas 10 LLC|2000|2000|53.26|106520.00
T48347950200|5418|TX|Nacogdoches|Texas 10 LLC|6064|6064|16.49|99995.36
T48347950301|5420|TX|Nacogdoches|Texas 10 LLC|31546|31546|3.17|100000.82
T48347950400|5424|TX|Nacogdoches|Texas 10 LLC|2000|2000|27.61|55220.00
T48347951100|5425|TX|Nacogdoches|Texas 10 LLC|2000|2000|105.9|211800.00
T48351950200|5428|TX|Newton|T-Mobile West LLC|3120|3120|264.88|826425.60
T48365950100|5401|TX|Panola|Texas 10 LLC|12755|12755|7.84|99999.20
T48365950600|5411|TX|Panola|Texas 10 LLC|17857|17857|5.6|99999.20
T48395960300|5433|TX|Robertson|Texas 10 LLC|8718|8718|11.47|99995.46
T48395960400|5434|TX|Robertson|Texas 10 LLC|2000|2000|39.66|79320.00
T48401950600|5466|TX|Rusk|Texas 10 LLC|31056|31056|3.22|100000.32
T48401951100|5467|TX|Rusk|Texas 10 LLC|38023|38023|2.63|100000.49
T48401951200|5468|TX|Rusk|Texas 10 LLC|2000|2000|53.47|106940.00
T48403950100|5469|TX|Sabine|Texas 10 LLC|927|927|302.74|280639.98
T48403950200|5470|TX|Sabine|Texas 10 LLC|900|900|271.7|244530.00
T48403950300|5471|TX|Sabine|Texas 10 LLC|805|805|455.99|367071.95
T48405950100|5472|TX|San Augustine|Texas 10 LLC|887|887|511.4|453611.80
T48405950200|5473|TX|San Augustine|Texas 10 LLC|900|900|57.74|51966.00
T48405950300|5474|TX|San Augustine|Texas 10 LLC|847|847|468.86|397124.42
T48419950100|5443|TX|Shelby|Texas 10 LLC|900|900|250|225000.00
T48419950200|5444|TX|Shelby|Texas 10 LLC|900|900|221.8|199620.00
T48419950300|5445|TX|Shelby|Texas 10 LLC|900|900|225.71|203139.00
T48419950400|5446|TX|Shelby|Texas 10 LLC|900|900|94.81|85329.00
T48419950500|5447|TX|Shelby|Texas 10 LLC|900|900|293.1|263790.00
T48419950600|5448|TX|Shelby|Texas 10 LLC|778|778|386.66|300821.48
T48479001710|5517|TX|Webb|TexNet 4G LLC|1466|1466|870.82|1276622.12
T48507950100|5551|TX|Zavala|T-Mobile West LLC|849|849|615.69|522720.81
T48507950301|5553|TX|Zavala|T-Mobile West LLC|1793|1793|459.43|823757.99
T50001960600|5615|VT|Addison|VTel Wireless Inc.|2094|2094|16.29|34111.26
T50003970200|5616|VT|Bennington|VTel Wireless Inc.|2094|2094|54.25|113599.50
T50003970300|5617|VT|Bennington|VTel Wireless Inc.|3068|3068|16.37|50223.16
T50005957000|5581|VT|Caledonia|VTel Wireless Inc.|2094|2094|5.53|11579.82
T50005957700|5582|VT|Caledonia|VTel Wireless Inc.|2094|2094|6.61|13841.34
T50005957800|5583|VT|Caledonia|VTel Wireless Inc.|2094|2094|146.07|305870.58
T50009950200|5599|VT|Essex|VTel Wireless Inc.|2094|2094|23.79|49816.26
T50009950500|5600|VT|Essex|VTel Wireless Inc.|2094|2094|0.36|753.84
T50011010100|5601|VT|Franklin|VTel Wireless Inc.|3068|3068|0.98|3006.64
T50011010200|5602|VT|Franklin|VTel Wireless Inc.|3068|3068|0.47|1441.96
T50011010300|5603|VT|Franklin|VTel Wireless Inc.|2094|2094|58.03|121514.82
T50011010400|5604|VT|Franklin|VTel Wireless Inc.|2094|2094|30.34|63531.96
T50011011000|5609|VT|Franklin|VTel Wireless Inc.|2094|2094|4.11|8606.34
T50015953100|5611|VT|Lamoille|VTel Wireless Inc.|2094|2094|1.84|3852.96
T50015953400|5623|VT|Lamoille|VTel Wireless Inc.|2094|2094|5.45|11412.30
T50017959000|5624|VT|Orange|VTel Wireless Inc.|2094|2094|23.31|48811.14
T50017959101|5625|VT|Orange|VTel Wireless Inc.|2094|2094|37.17|77833.98
T50017959102|5626|VT|Orange|VTel Wireless Inc.|2094|2094|218.09|456680.46
T50017959300|5627|VT|Orange|VTel Wireless Inc.|2094|2094|3.26|6826.44
T50017959600|5631|VT|Orange|VTel Wireless Inc.|3068|3068|6.17|18929.56
T50017959700|5632|VT|Orange|VTel Wireless Inc.|3068|3068|27.74|85106.32
T50017959800|5633|VT|Orange|VTel Wireless Inc.|2094|2094|12.6|26384.40
T50019951100|5634|VT|Orleans|VTel Wireless Inc.|2094|2094|22.6|47324.40
T50019951700|5635|VT|Orleans|VTel Wireless Inc.|2094|2094|32.43|67908.42
T50019951900|5636|VT|Orleans|VTel Wireless Inc.|2094|2094|8.72|18259.68
T50019952000|5637|VT|Orleans|VTel Wireless Inc.|2094|2094|14.77|30928.38
T50021962100|5638|VT|Rutland|VTel Wireless Inc.|2094|2094|6.95|14553.30
T50021962300|5639|VT|Rutland|VTel Wireless Inc.|2094|2094|0.55|1151.70
T50021962800|5646|VT|Rutland|VTel Wireless Inc.|2094|2094|3.2|6700.80
T50021963600|5642|VT|Rutland|VTel Wireless Inc.|2094|2094|1.74|3643.56
T50021964300|5653|VT|Rutland|VTel Wireless Inc.|2094|2094|8.76|18343.44
T50023954000|5654|VT|Washington|VTel Wireless Inc.|2094|2094|26.75|56014.50
T50023954100|5655|VT|Washington|VTel Wireless Inc.|2094|2094|26.31|55093.14
T50023954200|5656|VT|Washington|VTel Wireless Inc.|2094|2094|19.57|40979.58
T50023954300|5657|VT|Washington|VTel Wireless Inc.|2094|2094|7.02|14699.88
T50023954500|5664|VT|Washington|VTel Wireless Inc.|2094|2094|1.04|2177.76
T50025967100|5671|VT|Windham|VTel Wireless Inc.|2094|2094|5.62|11768.28
T50025967200|5676|VT|Windham|VTel Wireless Inc.|2094|2094|2.7|5653.80
T50025967400|5678|VT|Windham|VTel Wireless Inc.|2094|2094|4.4|9213.60
T50025967500|5679|VT|Windham|VTel Wireless Inc.|2094|2094|5.87|12291.78
T50025967600|5682|VT|Windham|VTel Wireless Inc.|2094|2094|2.36|4941.84
T50025968100|5648|VT|Windham|VTel Wireless Inc.|3068|3068|17.73|54395.64
T50025968200|5684|VT|Windham|VTel Wireless Inc.|3068|3068|4.75|14573.00
T50027965200|5660|VT|Windsor|VTel Wireless Inc.|3068|3068|13.09|40160.12
T50027965400|5661|VT|Windsor|VTel Wireless Inc.|2094|2094|2.99|6261.06
T50027965800|5692|VT|Windsor|VTel Wireless Inc.|2094|2094|2.42|5067.48
T51045050100|5750|VA|Craig|United States Cellular Corporation|13038|13038|423|5515074.00
T51065020200|5770|VA|Fluvanna|T-Mobile Northeast LLC|10954|10954|176.63|1934805.02
T51071930400|5782|VA|Giles|United States Cellular Corporation|32793|32793|108.54|3559352.22
T51197050302|5920|VA|Wythe|United States Cellular Corporation|31050|31050|45.26|1405323.00
T53015001700|5968|WA|Cowlitz|United States Cellular Corporation|13050|13050|121.85|1590142.50
T53025010100|5980|WA|Grant|T-Mobile West LLC|1728|1728|556.12|960975.36
T53041970100|5996|WA|Lewis|United States Cellular Corporation|9938|9938|114.25|1135416.50
T53043960300|5901|WA|Lincoln|T-Mobile West LLC|1244|1244|1229.76|1529821.44
T53043960400|5902|WA|Lincoln|T-Mobile West LLC|2253|2253|810.46|1825966.38
T53059950200|5959|WA|Skamania|United States Cellular Corporation|22908|22908|82.32|1885786.56
T53059950500|6014|WA|Skamania|United States Cellular Corporation|24753|24753|48.94|1211411.82
T54015958100|6081|WV|Clay|Hardy Cellular Telephone Company|28935|28935|193.92|5611075.20
T54079020100|6180|WV|Putnam|West Virginia PCS Alliance L.C.|33232|33232|150.46|5000086.72
T55023960200|5497|WI|Crawford|United States Cellular Corporation|25841|25841|67.01|1731605.41
T55123960700|6394|WI|Vernon|United States Cellular Corporation|12107|12107|108.22|1310219.54
T56007968000|117|WY|Carbon|Union Telephone Company|2800|2800|2559.68|7167104.00
T56007968100|118|WY|Carbon|Union Telephone Company|2000|2000|1146.81|2293620.00
T56013000300|4467|WY|Fremont|Union Telephone Company|1000|1000|4227.36|4227360.00
T56013000400|4469|WY|Fremont|Union Telephone Company|3100|3100|877.7|2720870.00
T56013940100-4610|93|WY|Fremont|Union Telephone Company|2100|2100|1180.58|2479218.00
T56037971600|4497|WY|Sweetwater|Union Telephone Company|1100|1100|3585.28|3943808.00
T69100950100|6438|MP|Rota|PTI Pacifica Inc.|2625|2625|152.36|399945.00
T69110000100|6439|MP|Saipan|PTI Pacifica Inc.|21429|21429|7|150003.00
T69110001400|6442|MP|Saipan|PTI Pacifica Inc.|11186|11186|4.47|50001.42
T69110001500|6443|MP|Saipan|PTI Pacifica Inc.|9042|9042|11.06|100004.52
T69110001700|6444|MP|Saipan|PTI Pacifica Inc.|7474|7474|13.38|100002.12
T69120950101|6445|MP|Tinian|PTI Pacifica Inc.|2612|2612|24.89|65012.68
T69120950200|6446|MP|Tinian|PTI Pacifica Inc.|3373|3373|118.58|399970.34
